lineItem/LineItemDescription,lineItem/UsageStartDate,lineItem/UsageEndDate,bill/PayerAccountId,lineItem/UsageAccountId,bill/BillingEntity,lineItem/UnblendedCost,pricing/publicOnDemandCost,lineItem/CurrencyCode,lineItem/ResourceId,product/ProductName,resourceTags/user:Environment
USE1-Requests-HTTPS-Proxy,2026-06-12T06:00:00Z,2026-06-12T07:00:00Z,987654321098,876543210987,AWS,0.24609,0.291802,USD,arn:aws:cloudfront:us-east-1:876543210987:resource/res-00004,Amazon CloudFront,qa
USE1-DataTransfer-Out-Bytes,2026-06-12T07:00:00Z,2026-06-12T08:00:00Z,987654321098,876543210987,AWS,2.818193,3.564322,USD,arn:aws:simple-storage-service:us-east-1:876543210987:resource/res-00004,Amazon Simple Storage Service,qa
USE1-BoxUsage:c5.xlarge,2026-06-12T10:00:00Z,2026-06-12T11:00:00Z,111122223333,444455556666,AWS Marketplace,2.805231,2.847652,USD,arn:aws:elastic-compute-cloud:us-east-1:444455556666:resource/res-00005,Amazon Elastic Compute Cloud,staging
USE1-DataTransfer-Out-Bytes,2026-06-12T11:00:00Z,2026-06-12T12:00:00Z,111122223333,444455556666,AWS,1.649454,2.058507,USD,arn:aws:cloudfront:us-east-1:444455556666:resource/res-00010,Amazon CloudFront,production
USE1-Request,2026-06-12T16:00:00Z,2026-06-12T17:00:00Z,123456789012,345678901234,AWS,0.5611,0.588013,USD,arn:aws:lambda:us-east-1:345678901234:resource/res-00005,AWS Lambda,staging
USE1-DataTransfer-Out-Bytes,2026-06-12T16:00:00Z,2026-06-12T17:00:00Z,111122223333,444455556666,AWS,2.048401,2.619989,USD,arn:aws:cloudfront:us-east-1:444455556666:resource/res-00007,Amazon CloudFront,qa
USE1-TimedStorage-ByteHrs,2026-06-12T16:00:00Z,2026-06-12T17:00:00Z,123456789012,345678901234,AWS,2.0681,2.112619,USD,arn:aws:dynamodb:us-east-1:345678901234:resource/res-00003,Amazon DynamoDB,development
USE1-DataTransfer-Out-Bytes,2026-06-12T19:00:00Z,2026-06-12T20:00:00Z,987654321098,876543210987,AWS Marketplace,5.428697,6.441963,USD,arn:aws:simple-storage-service:us-east-1:876543210987:resource/res-00001,Amazon Simple Storage Service,
USE1-WriteCapacityUnit-Hrs,2026-06-12T23:00:00Z,2026-06-13T00:00:00Z,987654321098,876543210987,AWS Marketplace,0.558216,0.721291,USD,arn:aws:dynamodb:us-east-1:876543210987:resource/res-00002,Amazon DynamoDB,staging
USE1-WriteCapacityUnit-Hrs,2026-06-13T02:00:00Z,2026-06-13T03:00:00Z,111122223333,444455556666,AWS,2.355672,2.703925,USD,arn:aws:dynamodb:us-east-1:444455556666:resource/res-00007,Amazon DynamoDB,development
USE1-LCUUsage,2026-06-13T06:00:00Z,2026-06-13T07:00:00Z,123456789012,345678901234,AWS,1.464234,1.780422,USD,arn:aws:elastic-load-balancing:us-east-1:345678901234:resource/res-00003,Amazon Elastic Load Balancing,staging
USE1-DataTransfer-Out-Bytes,2026-06-13T06:00:00Z,2026-06-13T07:00:00Z,987654321098,765432109876,AWS,8.677007,9.566588,USD,arn:aws:simple-storage-service:us-east-1:765432109876:resource/res-00004,Amazon Simple Storage Service,qa
USE1-LCUUsage,2026-06-13T08:00:00Z,2026-06-13T09:00:00Z,123456789012,234567890123,AWS,0.053134,0.062183,USD,arn:aws:elastic-load-balancing:us-east-1:234567890123:resource/res-00006,Amazon Elastic Load Balancing,development
Support Fee,2026-06-13T08:00:00Z,2026-06-13T09:00:00Z,123456789012,234567890123,AWS,96.092154,98.277489,USD,arn:aws:support-(business):us-east-1:234567890123:resource/res-00002,AWS Support (Business),production
USE1-TimedStorage-ByteHrs,2026-06-13T10:00:00Z,2026-06-13T11:00:00Z,123456789012,234567890123,AWS,0.631099,0.832697,USD,arn:aws:dynamodb:us-east-1:234567890123:resource/res-00006,Amazon DynamoDB,production
USE1-Request,2026-06-13T11:00:00Z,2026-06-13T12:00:00Z,987654321098,876543210987,AWS,1.603768,2.032436,USD,arn:aws:lambda:us-east-1:876543210987:resource/res-00001,AWS Lambda,staging
USE1-BackupUsage,2026-06-13T12:00:00Z,2026-06-13T13:00:00Z,123456789012,234567890123,AWS,6.23022,7.489165,USD,arn:aws:relational-database-service:us-east-1:234567890123:resource/res-00005,Amazon Relational Database Service,
USE1-LoadBalancerUsage,2026-06-13T12:00:00Z,2026-06-13T13:00:00Z,111122223333,444455556666,AWS,0.579373,0.694326,USD,arn:aws:elastic-load-balancing:us-east-1:444455556666:resource/res-00004,Amazon Elastic Load Balancing,staging
USE1-Lambda-GB-Second,2026-06-13T12:00:00Z,2026-06-13T13:00:00Z,987654321098,876543210987,AWS,0.745333,0.758478,USD,arn:aws:lambda:us-east-1:876543210987:resource/res-00006,AWS Lambda,staging
USE1-LoadBalancerUsage,2026-06-13T15:00:00Z,2026-06-13T16:00:00Z,123456789012,234567890123,AWS Marketplace,1.563071,1.701838,USD,arn:aws:elastic-load-balancing:us-east-1:234567890123:resource/res-00003,Amazon Elastic Load Balancing,
USE1-Requests-Tier2,2026-06-13T18:00:00Z,2026-06-13T19:00:00Z,123456789012,345678901234,AWS Marketplace,1.531721,2.053214,USD,arn:aws:simple-storage-service:us-east-1:345678901234:resource/res-00004,Amazon Simple Storage Service,qa
Support Fee,2026-06-13T19:00:00Z,2026-06-13T20:00:00Z,123456789012,234567890123,AWS,188.308472,226.72563,USD,arn:aws:support-(business):us-east-1:234567890123:resource/res-00003,AWS Support (Business),
USE1-Requests-Tier2,2026-06-14T06:00:00Z,2026-06-14T07:00:00Z,987654321098,876543210987,AWS,10.72792,12.940319,USD,arn:aws:simple-storage-service:us-east-1:876543210987:resource/res-00012,Amazon Simple Storage Service,development
USE1-DataTransfer-Out-Bytes,2026-06-14T07:00:00Z,2026-06-14T08:00:00Z,123456789012,234567890123,AWS,1.322066,1.567812,USD,arn:aws:cloudfront:us-east-1:234567890123:resource/res-00002,Amazon CloudFront,staging
USE1-LCUUsage,2026-06-14T07:00:00Z,2026-06-14T08:00:00Z,987654321098,765432109876,AWS,0.190604,0.197421,USD,arn:aws:elastic-load-balancing:us-east-1:765432109876:resource/res-00001,Amazon Elastic Load Balancing,staging
USE1-BackupUsage,2026-06-14T11:00:00Z,2026-06-14T12:00:00Z,111122223333,444455556666,AWS,2.531068,3.040413,USD,arn:aws:relational-database-service:us-east-1:444455556666:resource/res-00002,Amazon Relational Database Service,staging
USE1-ReadCapacityUnit-Hrs,2026-06-14T16:00:00Z,2026-06-14T17:00:00Z,111122223333,444455556666,AWS,2.594775,2.98392,USD,arn:aws:dynamodb:us-east-1:444455556666:resource/res-00006,Amazon DynamoDB,development
USE1-TimedStorage-ByteHrs,2026-06-14T16:00:00Z,2026-06-14T17:00:00Z,987654321098,876543210987,AWS,9.349713,12.190455,USD,arn:aws:simple-storage-service:us-east-1:876543210987:resource/res-00007,Amazon Simple Storage Service,development
USE1-Lambda-GB-Second,2026-06-14T17:00:00Z,2026-06-14T18:00:00Z,987654321098,876543210987,AWS,0.841816,0.9663,USD,arn:aws:lambda:us-east-1:876543210987:resource/res-00009,AWS Lambda,production
USE1-BoxUsage:c5.xlarge,2026-06-14T19:00:00Z,2026-06-14T20:00:00Z,123456789012,234567890123,AWS Marketplace,2.513806,2.946162,USD,arn:aws:elastic-compute-cloud:us-east-1:234567890123:resource/res-00009,Amazon Elastic Compute Cloud,development
Support Fee,2026-06-14T19:00:00Z,2026-06-14T20:00:00Z,123456789012,345678901234,AWS,339.44298,411.686579,USD,arn:aws:support-(business):us-east-1:345678901234:resource/res-00002,AWS Support (Business),qa
USE1-WriteCapacityUnit-Hrs,2026-06-14T20:00:00Z,2026-06-14T21:00:00Z,111122223333,444455556666,AWS,2.798649,3.7369,USD,arn:aws:dynamodb:us-east-1:444455556666:resource/res-00009,Amazon DynamoDB,qa
Support Fee,2026-06-14T22:00:00Z,2026-06-14T23:00:00Z,111122223333,444455556666,AWS,40.417151,41.230921,USD,arn:aws:support-(business):us-east-1:444455556666:resource/res-00002,AWS Support (Business),production
USE1-StorageUsage,2026-06-15T00:00:00Z,2026-06-15T01:00:00Z,123456789012,345678901234,AWS Marketplace,4.108309,4.653922,USD,arn:aws:relational-database-service:us-east-1:345678901234:resource/res-00002,Amazon Relational Database Service,
USE1-InstanceUsage:db.r5.large,2026-06-15T05:00:00Z,2026-06-15T06:00:00Z,111122223333,444455556666,AWS Marketplace,4.298461,4.475944,USD,arn:aws:relational-database-service:us-east-1:444455556666:resource/res-00004,Amazon Relational Database Service,staging
USE1-EBS:VolumeUsage.gp3,2026-06-15T10:00:00Z,2026-06-15T11:00:00Z,123456789012,345678901234,AWS,1.815166,2.347915,USD,arn:aws:elastic-compute-cloud:us-east-1:345678901234:resource/res-00007,Amazon Elastic Compute Cloud,
USE1-ReadCapacityUnit-Hrs,2026-06-15T12:00:00Z,2026-06-15T13:00:00Z,123456789012,345678901234,AWS,0.771982,0.827095,USD,arn:aws:dynamodb:us-east-1:345678901234:resource/res-00002,Amazon DynamoDB,staging
USE1-Lambda-GB-Second,2026-06-15T12:00:00Z,2026-06-15T13:00:00Z,123456789012,234567890123,AWS,1.922367,1.991251,USD,arn:aws:lambda:us-east-1:234567890123:resource/res-00001,AWS Lambda,development
Refund - USE1-Requests-Tier2,2026-06-15T13:00:00Z,2026-06-15T14:00:00Z,123456789012,345678901234,AWS,-9.649514,-10.921922100000002,USD,arn:aws:simple-storage-service:us-east-1:345678901234:resource/res-00006,Amazon Simple Storage Service,staging
USE1-DataTransfer-Out-Bytes,2026-06-15T15:00:00Z,2026-06-15T16:00:00Z,123456789012,345678901234,AWS,1.724062,2.321599,USD,arn:aws:cloudfront:us-east-1:345678901234:resource/res-00005,Amazon CloudFront,staging
USE1-InstanceUsage:db.r5.large,2026-06-15T15:00:00Z,2026-06-15T16:00:00Z,987654321098,765432109876,AWS,1.951786,2.12649,USD,arn:aws:relational-database-service:us-east-1:765432109876:resource/res-00001,Amazon Relational Database Service,qa
USE1-LoadBalancerUsage,2026-06-15T20:00:00Z,2026-06-15T21:00:00Z,111122223333,444455556666,AWS,1.117557,1.32163,USD,arn:aws:elastic-load-balancing:us-east-1:444455556666:resource/res-00008,Amazon Elastic Load Balancing,
Support Fee,2026-06-16T06:00:00Z,2026-06-16T07:00:00Z,987654321098,765432109876,AWS,23.842056,29.484976,USD,arn:aws:support-(business):us-east-1:765432109876:resource/res-00004,AWS Support (Business),production
USE1-TimedStorage-ByteHrs,2026-06-16T08:00:00Z,2026-06-16T09:00:00Z,111122223333,444455556666,AWS,2.866584,3.433265,USD,arn:aws:dynamodb:us-east-1:444455556666:resource/res-00013,Amazon DynamoDB,staging
USE1-Lambda-GB-Second,2026-06-16T10:00:00Z,2026-06-16T11:00:00Z,987654321098,765432109876,AWS,2.508287,3.031267,USD,arn:aws:lambda:us-east-1:765432109876:resource/res-00005,AWS Lambda,staging
USE1-Requests-Tier1,2026-06-16T14:00:00Z,2026-06-16T15:00:00Z,987654321098,765432109876,AWS,1.101466,1.27185,USD,arn:aws:simple-storage-service:us-east-1:765432109876:resource/res-00002,Amazon Simple Storage Service,staging
USE1-EBS:VolumeUsage.gp3,2026-06-16T17:00:00Z,2026-06-16T18:00:00Z,123456789012,234567890123,AWS,3.926211,4.116803,USD,arn:aws:elastic-compute-cloud:us-east-1:234567890123:resource/res-00004,Amazon Elastic Compute Cloud,development
Support Fee,2026-06-16T19:00:00Z,2026-06-16T20:00:00Z,987654321098,876543210987,AWS,338.361286,455.806663,USD,arn:aws:support-(business):us-east-1:876543210987:resource/res-00003,AWS Support (Business),development
USE1-Requests-Tier2,2026-06-16T19:00:00Z,2026-06-16T20:00:00Z,123456789012,345678901234,AWS,2.722206,2.754693,USD,arn:aws:simple-storage-service:us-east-1:345678901234:resource/res-00002,Amazon Simple Storage Service,qa
USE1-Requests-Tier2,2026-06-16T20:00:00Z,2026-06-16T21:00:00Z,111122223333,444455556666,AWS,3.177785,4.279442,USD,arn:aws:simple-storage-service:us-east-1:444455556666:resource/res-00008,Amazon Simple Storage Service,production
USE1-BoxUsage:c5.xlarge,2026-06-16T22:00:00Z,2026-06-16T23:00:00Z,111122223333,444455556666,AWS,4.432723,5.11914,USD,arn:aws:elastic-compute-cloud:us-east-1:444455556666:resource/res-00007,Amazon Elastic Compute Cloud,production
USE1-InstanceUsage:db.r5.large,2026-06-16T23:00:00Z,2026-06-17T00:00:00Z,123456789012,345678901234,AWS,5.89801,6.665246,USD,arn:aws:relational-database-service:us-east-1:345678901234:resource/res-00004,Amazon Relational Database Service,development
USE1-BoxUsage:c5.xlarge,2026-06-17T03:00:00Z,2026-06-17T04:00:00Z,123456789012,234567890123,AWS,0.394781,0.401827,USD,arn:aws:elastic-compute-cloud:us-east-1:234567890123:resource/res-00007,Amazon Elastic Compute Cloud,qa
USE1-ReadCapacityUnit-Hrs,2026-06-17T05:00:00Z,2026-06-17T06:00:00Z,111122223333,444455556666,AWS,2.403327,2.558279,USD,arn:aws:dynamodb:us-east-1:444455556666:resource/res-00010,Amazon DynamoDB,
USE1-WriteCapacityUnit-Hrs,2026-06-17T05:00:00Z,2026-06-17T06:00:00Z,123456789012,234567890123,AWS,1.932232,2.487847,USD,arn:aws:dynamodb:us-east-1:234567890123:resource/res-00001,Amazon DynamoDB,production
USE1-TimedStorage-ByteHrs,2026-06-17T06:00:00Z,2026-06-17T07:00:00Z,123456789012,345678901234,AWS,1.090321,1.376601,USD,arn:aws:dynamodb:us-east-1:345678901234:resource/res-00004,Amazon DynamoDB,
USE1-EBS:VolumeUsage.gp3,2026-06-17T08:00:00Z,2026-06-17T09:00:00Z,111122223333,444455556666,AWS,1.62925,1.714482,USD,arn:aws:elastic-compute-cloud:us-east-1:444455556666:resource/res-00010,Amazon Elastic Compute Cloud,staging
USE1-Request,2026-06-17T09:00:00Z,2026-06-17T10:00:00Z,987654321098,876543210987,AWS,1.279283,1.478916,USD,arn:aws:lambda:us-east-1:876543210987:resource/res-00003,AWS Lambda,production
USE1-ReadCapacityUnit-Hrs,2026-06-17T09:00:00Z,2026-06-17T10:00:00Z,111122223333,444455556666,AWS,0.587355,0.629646,USD,arn:aws:dynamodb:us-east-1:444455556666:resource/res-00003,Amazon DynamoDB,production
USE1-DataTransfer-Out-Bytes,2026-06-17T12:00:00Z,2026-06-17T13:00:00Z,987654321098,876543210987,AWS,2.295155,2.522962,USD,arn:aws:simple-storage-service:us-east-1:876543210987:resource/res-00010,Amazon Simple Storage Service,production
USE1-LCUUsage,2026-06-17T13:00:00Z,2026-06-17T14:00:00Z,111122223333,444455556666,AWS,1.782961,1.979133,USD,arn:aws:elastic-load-balancing:us-east-1:444455556666:resource/res-00016,Amazon Elastic Load Balancing,staging
USE1-LCUUsage,2026-06-17T15:00:00Z,2026-06-17T16:00:00Z,987654321098,765432109876,AWS,0.262148,0.306309,USD,arn:aws:elastic-load-balancing:us-east-1:765432109876:resource/res-00003,Amazon Elastic Load Balancing,staging
Refund - USE1-BoxUsage:c5.xlarge,2026-06-17T16:00:00Z,2026-06-17T17:00:00Z,111122223333,444455556666,AWS,-3.281582,-3.1639545,USD,arn:aws:elastic-compute-cloud:us-east-1:444455556666:resource/res-00009,Amazon Elastic Compute Cloud,qa
USE1-Request,2026-06-17T22:00:00Z,2026-06-17T23:00:00Z,123456789012,345678901234,AWS,0.525917,0.677962,USD,arn:aws:lambda:us-east-1:345678901234:resource/res-00006,AWS Lambda,qa
USE1-EBS:VolumeUsage.gp3,2026-06-17T23:00:00Z,2026-06-18T00:00:00Z,111122223333,444455556666,AWS,1.807425,1.872922,USD,arn:aws:elastic-compute-cloud:us-east-1:444455556666:resource/res-00002,Amazon Elastic Compute Cloud,production
USE1-Requests-Tier2,2026-06-18T02:00:00Z,2026-06-18T03:00:00Z,987654321098,876543210987,AWS,11.142127,14.620082,USD,arn:aws:simple-storage-service:us-east-1:876543210987:resource/res-00005,Amazon Simple Storage Service,production
USE1-DataTransfer-Out-Bytes,2026-06-18T02:00:00Z,2026-06-18T03:00:00Z,123456789012,345678901234,AWS,1.974156,2.338342,USD,arn:aws:cloudfront:us-east-1:345678901234:resource/res-00003,Amazon CloudFront,qa
USE1-LCUUsage,2026-06-18T04:00:00Z,2026-06-18T05:00:00Z,123456789012,234567890123,AWS,1.510431,1.599198,USD,arn:aws:elastic-load-balancing:us-east-1:234567890123:resource/res-00005,Amazon Elastic Load Balancing,production
USE1-Lambda-GB-Second,2026-06-18T06:00:00Z,2026-06-18T07:00:00Z,123456789012,234567890123,AWS,3.166203,4.254296,USD,arn:aws:lambda:us-east-1:234567890123:resource/res-00003,AWS Lambda,development
USE1-Requests-HTTPS-Proxy,2026-06-18T11:00:00Z,2026-06-18T12:00:00Z,123456789012,234567890123,AWS,1.911902,2.230836,USD,arn:aws:cloudfront:us-east-1:234567890123:resource/res-00007,Amazon CloudFront,staging
USE1-BoxUsage:m5.large,2026-06-18T13:00:00Z,2026-06-18T14:00:00Z,987654321098,765432109876,AWS,0.434576,0.531389,USD,arn:aws:elastic-compute-cloud:us-east-1:765432109876:resource/res-00008,Amazon Elastic Compute Cloud,qa
USE1-TimedStorage-ByteHrs,2026-06-18T14:00:00Z,2026-06-18T15:00:00Z,111122223333,444455556666,AWS Marketplace,0.146171,0.182177,USD,arn:aws:dynamodb:us-east-1:444455556666:resource/res-00011,Amazon DynamoDB,qa
USE1-LCUUsage,2026-06-18T14:00:00Z,2026-06-18T15:00:00Z,111122223333,444455556666,AWS,0.088434,0.104486,USD,arn:aws:elastic-load-balancing:us-east-1:444455556666:resource/res-00007,Amazon Elastic Load Balancing,production
USE1-DataTransfer-Out-Bytes,2026-06-18T14:00:00Z,2026-06-18T15:00:00Z,111122223333,444455556666,AWS,0.387149,0.472529,USD,arn:aws:cloudfront:us-east-1:444455556666:resource/res-00011,Amazon CloudFront,production
USE1-DataTransfer-Out-Bytes,2026-06-18T18:00:00Z,2026-06-18T19:00:00Z,987654321098,876543210987,AWS,0.259798,0.299999,USD,arn:aws:cloudfront:us-east-1:876543210987:resource/res-00001,Amazon CloudFront,production
USE1-LCUUsage,2026-06-18T18:00:00Z,2026-06-18T19:00:00Z,987654321098,876543210987,AWS,0.673205,0.74768,USD,arn:aws:elastic-load-balancing:us-east-1:876543210987:resource/res-00001,Amazon Elastic Load Balancing,development
Support Fee,2026-06-18T19:00:00Z,2026-06-18T20:00:00Z,111122223333,444455556666,AWS,334.084205,370.608515,USD,arn:aws:support-(business):us-east-1:444455556666:resource/res-00005,AWS Support (Business),qa
USE1-DataTransfer-Out-Bytes,2026-06-18T23:00:00Z,2026-06-19T00:00:00Z,123456789012,234567890123,AWS,1.049306,1.309975,USD,arn:aws:cloudfront:us-east-1:234567890123:resource/res-00003,Amazon CloudFront,qa
Support Fee,2026-06-19T03:00:00Z,2026-06-19T04:00:00Z,111122223333,444455556666,AWS,142.332099,160.637075,USD,arn:aws:support-(business):us-east-1:444455556666:resource/res-00006,AWS Support (Business),production
USE1-Lambda-GB-Second,2026-06-19T05:00:00Z,2026-06-19T06:00:00Z,987654321098,765432109876,AWS,0.446793,0.476881,USD,arn:aws:lambda:us-east-1:765432109876:resource/res-00003,AWS Lambda,production
USE1-ReadCapacityUnit-Hrs,2026-06-19T06:00:00Z,2026-06-19T07:00:00Z,987654321098,765432109876,AWS,4.867553,5.721402,USD,arn:aws:dynamodb:us-east-1:765432109876:resource/res-00003,Amazon DynamoDB,staging
Support Fee,2026-06-19T09:00:00Z,2026-06-19T10:00:00Z,111122223333,444455556666,AWS,77.349815,85.554822,USD,arn:aws:support-(business):us-east-1:444455556666:resource/res-00012,AWS Support (Business),development
USE1-DataTransfer-Out-Bytes,2026-06-19T12:00:00Z,2026-06-19T13:00:00Z,111122223333,444455556666,AWS,1.028079,1.310139,USD,arn:aws:cloudfront:us-east-1:444455556666:resource/res-00012,Amazon CloudFront,production
USE1-BackupUsage,2026-06-19T21:00:00Z,2026-06-19T22:00:00Z,987654321098,876543210987,AWS,5.478103,6.772806,USD,arn:aws:relational-database-service:us-east-1:876543210987:resource/res-00003,Amazon Relational Database Service,
USE1-InstanceUsage:db.r5.large,2026-06-19T21:00:00Z,2026-06-19T22:00:00Z,123456789012,234567890123,AWS,4.348102,4.958945,USD,arn:aws:relational-database-service:us-east-1:234567890123:resource/res-00007,Amazon Relational Database Service,qa
USE1-LCUUsage,2026-06-19T21:00:00Z,2026-06-19T22:00:00Z,111122223333,444455556666,AWS,0.033596,0.043382,USD,arn:aws:elastic-load-balancing:us-east-1:444455556666:resource/res-00011,Amazon Elastic Load Balancing,qa
USE1-StorageUsage,2026-06-19T22:00:00Z,2026-06-19T23:00:00Z,111122223333,444455556666,AWS,0.143155,0.160309,USD,arn:aws:relational-database-service:us-east-1:444455556666:resource/res-00006,Amazon Relational Database Service,production
USE1-BoxUsage:t3.medium,2026-06-20T01:00:00Z,2026-06-20T02:00:00Z,987654321098,765432109876,AWS Marketplace,0.32114,0.397567,USD,arn:aws:elastic-compute-cloud:us-east-1:765432109876:resource/res-00007,Amazon Elastic Compute Cloud,staging
USE1-LCUUsage,2026-06-20T01:00:00Z,2026-06-20T02:00:00Z,123456789012,345678901234,AWS Marketplace,1.542018,1.932295,USD,arn:aws:elastic-load-balancing:us-east-1:345678901234:resource/res-00002,Amazon Elastic Load Balancing,production
USE1-Request,2026-06-20T02:00:00Z,2026-06-20T03:00:00Z,111122223333,444455556666,AWS,3.081235,3.255207,USD,arn:aws:lambda:us-east-1:444455556666:resource/res-00006,AWS Lambda,development
USE1-Requests-Tier2,2026-06-20T03:00:00Z,2026-06-20T04:00:00Z,111122223333,444455556666,AWS,7.236903,9.199908,USD,arn:aws:simple-storage-service:us-east-1:444455556666:resource/res-00003,Amazon Simple Storage Service,
USE1-TimedStorage-ByteHrs,2026-06-20T04:00:00Z,2026-06-20T05:00:00Z,987654321098,876543210987,AWS,7.48841,7.539645,USD,arn:aws:simple-storage-service:us-east-1:876543210987:resource/res-00009,Amazon Simple Storage Service,production
USE1-Request,2026-06-20T05:00:00Z,2026-06-20T06:00:00Z,123456789012,345678901234,AWS,1.967764,2.063201,USD,arn:aws:lambda:us-east-1:345678901234:resource/res-00003,AWS Lambda,
USE1-Request,2026-06-20T08:00:00Z,2026-06-20T09:00:00Z,111122223333,444455556666,AWS,1.384149,1.510014,USD,arn:aws:lambda:us-east-1:444455556666:resource/res-00005,AWS Lambda,staging
USE1-Requests-HTTPS-Proxy,2026-06-20T11:00:00Z,2026-06-20T12:00:00Z,123456789012,345678901234,AWS,1.897137,1.972944,USD,arn:aws:cloudfront:us-east-1:345678901234:resource/res-00004,Amazon CloudFront,staging
USE1-Lambda-GB-Second,2026-06-20T11:00:00Z,2026-06-20T12:00:00Z,987654321098,876543210987,AWS,2.552652,3.221173,USD,arn:aws:lambda:us-east-1:876543210987:resource/res-00002,AWS Lambda,
USE1-DataTransfer-Out-Bytes,2026-06-20T13:00:00Z,2026-06-20T14:00:00Z,123456789012,345678901234,AWS Marketplace,0.918494,1.081358,USD,arn:aws:simple-storage-service:us-east-1:345678901234:resource/res-00001,Amazon Simple Storage Service,qa
USE1-InstanceUsage:db.t3.medium,2026-06-20T15:00:00Z,2026-06-20T16:00:00Z,111122223333,444455556666,AWS Marketplace,5.653922,6.429566,USD,arn:aws:relational-database-service:us-east-1:444455556666:resource/res-00005,Amazon Relational Database Service,
USE1-BoxUsage:t3.medium,2026-06-20T15:00:00Z,2026-06-20T16:00:00Z,111122223333,444455556666,AWS,1.268144,1.408559,USD,arn:aws:elastic-compute-cloud:us-east-1:444455556666:resource/res-00006,Amazon Elastic Compute Cloud,
USE1-TimedStorage-ByteHrs,2026-06-20T15:00:00Z,2026-06-20T16:00:00Z,987654321098,765432109876,AWS,9.276881,9.698898,USD,arn:aws:simple-storage-service:us-east-1:765432109876:resource/res-00001,Amazon Simple Storage Service,qa
Support Fee,2026-06-20T18:00:00Z,2026-06-20T19:00:00Z,123456789012,345678901234,AWS,146.471518,195.009096,USD,arn:aws:support-(business):us-east-1:345678901234:resource/res-00001,AWS Support (Business),staging
USE1-Lambda-GB-Second,2026-06-20T19:00:00Z,2026-06-20T20:00:00Z,987654321098,765432109876,AWS,1.490926,1.891254,USD,arn:aws:lambda:us-east-1:765432109876:resource/res-00001,AWS Lambda,development
Support Fee,2026-06-20T19:00:00Z,2026-06-20T20:00:00Z,987654321098,876543210987,AWS,31.277181,41.349273,USD,arn:aws:support-(business):us-east-1:876543210987:resource/res-00002,AWS Support (Business),
USE1-InstanceUsage:db.t3.medium,2026-06-20T23:00:00Z,2026-06-21T00:00:00Z,123456789012,234567890123,AWS,6.746864,8.518968,USD,arn:aws:relational-database-service:us-east-1:234567890123:resource/res-00006,Amazon Relational Database Service,
USE1-StorageUsage,2026-06-20T23:00:00Z,2026-06-21T00:00:00Z,111122223333,444455556666,AWS,6.773936,8.575537,USD,arn:aws:relational-database-service:us-east-1:444455556666:resource/res-00001,Amazon Relational Database Service,qa
USE1-BoxUsage:m5.large,2026-06-21T04:00:00Z,2026-06-21T05:00:00Z,123456789012,234567890123,AWS,2.793574,2.911233,USD,arn:aws:elastic-compute-cloud:us-east-1:234567890123:resource/res-00001,Amazon Elastic Compute Cloud,
USE1-Requests-HTTPS-Proxy,2026-06-21T04:00:00Z,2026-06-21T05:00:00Z,123456789012,234567890123,AWS,1.037996,1.059232,USD,arn:aws:cloudfront:us-east-1:234567890123:resource/res-00005,Amazon CloudFront,qa
USE1-BoxUsage:t3.medium,2026-06-21T07:00:00Z,2026-06-21T08:00:00Z,123456789012,345678901234,AWS,4.354532,5.4106,USD,arn:aws:elastic-compute-cloud:us-east-1:345678901234:resource/res-00010,Amazon Elastic Compute Cloud,
USE1-Lambda-GB-Second,2026-06-21T13:00:00Z,2026-06-21T14:00:00Z,123456789012,234567890123,AWS,1.768348,1.969967,USD,arn:aws:lambda:us-east-1:234567890123:resource/res-00005,AWS Lambda,production
Support Fee,2026-06-21T14:00:00Z,2026-06-21T15:00:00Z,987654321098,765432109876,AWS,164.766121,200.610838,USD,arn:aws:support-(business):us-east-1:765432109876:resource/res-00002,AWS Support (Business),staging
USE1-Lambda-GB-Second,2026-06-21T16:00:00Z,2026-06-21T17:00:00Z,987654321098,765432109876,AWS,0.071863,0.0937,USD,arn:aws:lambda:us-east-1:765432109876:resource/res-00009,AWS Lambda,qa
USE1-TimedStorage-ByteHrs,2026-06-21T20:00:00Z,2026-06-21T21:00:00Z,111122223333,444455556666,AWS,0.244485,0.296152,USD,arn:aws:dynamodb:us-east-1:444455556666:resource/res-00014,Amazon DynamoDB,
USE1-TimedStorage-ByteHrs,2026-06-21T23:00:00Z,2026-06-22T00:00:00Z,123456789012,234567890123,AWS,3.455291,4.436069,USD,arn:aws:simple-storage-service:us-east-1:234567890123:resource/res-00002,Amazon Simple Storage Service,staging
USE1-BoxUsage:c5.xlarge,2026-06-21T23:00:00Z,2026-06-22T00:00:00Z,987654321098,876543210987,AWS,3.134532,4.040001,USD,arn:aws:elastic-compute-cloud:us-east-1:876543210987:resource/res-00002,Amazon Elastic Compute Cloud,
USE1-BoxUsage:c5.xlarge,2026-06-22T01:00:00Z,2026-06-22T02:00:00Z,123456789012,345678901234,AWS,2.644841,3.349768,USD,arn:aws:elastic-compute-cloud:us-east-1:345678901234:resource/res-00006,Amazon Elastic Compute Cloud,staging
USE1-DataTransfer-Out-Bytes,2026-06-22T02:00:00Z,2026-06-22T03:00:00Z,123456789012,234567890123,AWS,5.076337,6.374692,USD,arn:aws:simple-storage-service:us-east-1:234567890123:resource/res-00005,Amazon Simple Storage Service,production
